id_wt,wort,aktualisiert,rechtschreibung,zertifikat,bedeutung_text,beispiel_text,star,stufe,bedeutung,beispiel
189,rentabel,1,rentabel,0,"ren­ta­bel : sich rentierend; lohnend, einträglich
Betonung: 


renta̲bel


Lautschrift: 
[rɛnˈtaːbl̩]
",rentabel produzieren,,7,"ren­ta­bel : <div class=""content"">sich rentierend; lohnend, einträglich</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">renta̲bel</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">rɛnˈtaːbl̩</span></em>]</dd>
</dl></br>","<div class=""rentabel""></div><span class=""beispiel""><span class=""font_normal"">rentabel produzieren</span></span>"
190,Reserve,1,Reserve,0,"Re­ser­ve, die : 
etwas, was für den Bedarfs- oder Notfall vorsorglich zurückbehalten, angesammelt wirdGrammatikmeist im Plural

Betonung: 
Resẹrve [sound:ID4109577_108459316.mp3]
","Reserven an Lebensmitteln, Benzin anlegen",,5,"Re­ser­ve, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">etwas, was für den Bedarfs- oder Notfall vorsorglich zurückbehalten, angesammelt wird<div class=""Grammatik""><h3>Grammatik</h3><dl>meist im Plural</dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Resẹrve</span></em> <span>[sound:ID4109577_108459316.mp3]</span></dd>
</dl></br>","<div class=""Reserve""></div><span class=""beispiel""><span class=""font_normal"">Reserven an Lebensmitteln, Benzin anlegen</span></span>"
190,Reserve,1,Reserve,0,"Re­ser­ve, die : 
etwas, was für den Bedarfs- oder Notfall vorsorglich zurückbehalten, angesammelt wirdGrammatikmeist im Plural

Betonung: 
Resẹrve [sound:ID4109577_108459316.mp3]
",etwas als Reserve zurücklegen,,5,"Re­ser­ve, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">etwas, was für den Bedarfs- oder Notfall vorsorglich zurückbehalten, angesammelt wird<div class=""Grammatik""><h3>Grammatik</h3><dl>meist im Plural</dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Resẹrve</span></em> <span>[sound:ID4109577_108459316.mp3]</span></dd>
</dl></br>","<div class=""Reserve""></div><span class=""beispiel""><span class=""font_normal"">etwas als Reserve zurücklegen</span></span>"
190,Reserve,1,Reserve,0,"Re­ser­ve, die : 
etwas, was für den Bedarfs- oder Notfall vorsorglich zurückbehalten, angesammelt wirdGrammatikmeist im Plural

Betonung: 
Resẹrve [sound:ID4109577_108459316.mp3]
","er hat keine körperlichen, psychischen Reserven mehr (er ist körperlich, psychisch nicht mehr widerstandsfähig)",,5,"Re­ser­ve, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">etwas, was für den Bedarfs- oder Notfall vorsorglich zurückbehalten, angesammelt wird<div class=""Grammatik""><h3>Grammatik</h3><dl>meist im Plural</dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Resẹrve</span></em> <span>[sound:ID4109577_108459316.mp3]</span></dd>
</dl></br>","<div class=""Reserve""></div><span class=""beispiel""><span class=""font_normal"">er hat keine körperlichen, psychischen Reserven mehr <span class=""font_kursiv"">(er ist körperlich, psychisch nicht mehr widerstandsfähig)</span></span></span>"
190,Reserve,1,Reserve,0,"Re­ser­ve, die : 
Gesamtheit der ausgebildeten, aber nicht aktiven WehrpflichtigenGrammatikPlural selten

Betonung: 
Resẹrve [sound:ID4109577_108459316.mp3]
","die Reserve einberufen, einziehen",,5,"Re­ser­ve, die : <div id=""Bedeutung2a"">
<span class=""content"">Gesamtheit der ausgebildeten, aber nicht aktiven Wehrpflichtigen<div class=""Grammatik""><h3>Grammatik</h3><dl>Plural selten</dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Resẹrve</span></em> <span>[sound:ID4109577_108459316.mp3]</span></dd>
</dl></br>","<div class=""Reserve""></div><span class=""beispiel""><span class=""font_normal"">die Reserve einberufen, einziehen</span></span>"
190,Reserve,1,Reserve,0,"Re­ser­ve, die : 
Gesamtheit der ausgebildeten, aber nicht aktiven WehrpflichtigenGrammatikPlural selten

Betonung: 
Resẹrve [sound:ID4109577_108459316.mp3]
",er ist Leutnant der Reserve,,5,"Re­ser­ve, die : <div id=""Bedeutung2a"">
<span class=""content"">Gesamtheit der ausgebildeten, aber nicht aktiven Wehrpflichtigen<div class=""Grammatik""><h3>Grammatik</h3><dl>Plural selten</dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Resẹrve</span></em> <span>[sound:ID4109577_108459316.mp3]</span></dd>
</dl></br>","<div class=""Reserve""></div><span class=""beispiel""><span class=""font_normal"">er ist Leutnant der Reserve</span></span>"
190,Reserve,1,Reserve,0,"Re­ser­ve, die : 
[Gesamtheit der] Ersatzspieler, -spielerinnen einer MannschaftGrammatikPlural selten

Betonung: 
Resẹrve [sound:ID4109577_108459316.mp3]
",bei der Reserve spielen,,5,"Re­ser­ve, die : <div id=""Bedeutung2b"">
<span class=""content"">[Gesamtheit der] Ersatzspieler, -spielerinnen einer Mannschaft<div class=""Grammatik""><h3>Grammatik</h3><dl>Plural selten</dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Resẹrve</span></em> <span>[sound:ID4109577_108459316.mp3]</span></dd>
</dl></br>","<div class=""Reserve""></div><span class=""beispiel""><span class=""font_normal"">bei der Reserve spielen</span></span>"
190,Reserve,1,Reserve,0,"Re­ser­ve, die : 
[Gesamtheit der] Ersatzspieler, -spielerinnen einer MannschaftGrammatikPlural selten

Betonung: 
Resẹrve [sound:ID4109577_108459316.mp3]
","in die, zur Reserve kommen",,5,"Re­ser­ve, die : <div id=""Bedeutung2b"">
<span class=""content"">[Gesamtheit der] Ersatzspieler, -spielerinnen einer Mannschaft<div class=""Grammatik""><h3>Grammatik</h3><dl>Plural selten</dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Resẹrve</span></em> <span>[sound:ID4109577_108459316.mp3]</span></dd>
</dl></br>","<div class=""Reserve""></div><span class=""beispiel""><span class=""font_normal"">in die, zur Reserve kommen</span></span>"
190,Reserve,1,Reserve,0,"Re­ser­ve, die : 
kühles, distanziertes Verhalten, das auf eine gewisse Ablehnung schließen lässtGrammatikohne Plural

Betonung: 
Resẹrve [sound:ID4109577_108459316.mp3]
",auf Reserve in den eigenen Reihen stoßen,,5,"Re­ser­ve, die : <div class=""Bedeutung"" id=""Bedeutung3"">
<span class=""content"">kühles, distanziertes Verhalten, das auf eine gewisse Ablehnung schließen lässt<div class=""Grammatik""><h3>Grammatik</h3><dl>ohne Plural</dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Resẹrve</span></em> <span>[sound:ID4109577_108459316.mp3]</span></dd>
</dl></br>","<div class=""Reserve""></div><span class=""beispiel""><span class=""font_normal"">auf Reserve in den eigenen Reihen stoßen</span></span>"
190,Reserve,1,Reserve,0,"Re­ser­ve, die : 
kühles, distanziertes Verhalten, das auf eine gewisse Ablehnung schließen lässtGrammatikohne Plural

Betonung: 
Resẹrve [sound:ID4109577_108459316.mp3]
","jemanden aus der Reserve [heraus]locken (jemanden dazu bringen, sich [spontan] zu äußern)",,5,"Re­ser­ve, die : <div class=""Bedeutung"" id=""Bedeutung3"">
<span class=""content"">kühles, distanziertes Verhalten, das auf eine gewisse Ablehnung schließen lässt<div class=""Grammatik""><h3>Grammatik</h3><dl>ohne Plural</dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Resẹrve</span></em> <span>[sound:ID4109577_108459316.mp3]</span></dd>
</dl></br>","<div class=""Reserve""></div><span class=""beispiel""><span class=""font_normal"">jemanden aus der Reserve [heraus]locken <span class=""font_kursiv"">(jemanden dazu bringen, sich [spontan] zu äußern)</span></span></span>"
191,Rheuma,1,Rheuma,0,,,,7,,
192,Risiko,1,Risiko,1,"Ri­si­ko, das : möglicher negativer Ausgang bei einer Unternehmung, mit dem Nachteile, Verlust, Schäden verbunden sind; mit einem Vorhaben, Unternehmen o. Ä. verbundenes Wagnis
Betonung: 
Ri̲siko [sound:ID4108294_110044883.mp3]
",ein großes Risiko,,5,"Ri­si­ko, das : <div class=""content"">möglicher negativer Ausgang bei einer Unternehmung, mit dem Nachteile, Verlust, Schäden verbunden sind; mit einem Vorhaben, Unternehmen o. Ä. verbundenes Wagnis</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ri̲siko</span></em> <span>[sound:ID4108294_110044883.mp3]</span></dd>
</dl></br>","<div class=""Risiko""></div><span class=""beispiel""><span class=""font_normal"">ein großes Risiko</span></span>"
192,Risiko,1,Risiko,1,"Ri­si­ko, das : möglicher negativer Ausgang bei einer Unternehmung, mit dem Nachteile, Verlust, Schäden verbunden sind; mit einem Vorhaben, Unternehmen o. Ä. verbundenes Wagnis
Betonung: 
Ri̲siko [sound:ID4108294_110044883.mp3]
","das Risiko eines Absturzes, abzustürzen, dass das Flugzeug abstürzt",,5,"Ri­si­ko, das : <div class=""content"">möglicher negativer Ausgang bei einer Unternehmung, mit dem Nachteile, Verlust, Schäden verbunden sind; mit einem Vorhaben, Unternehmen o. Ä. verbundenes Wagnis</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ri̲siko</span></em> <span>[sound:ID4108294_110044883.mp3]</span></dd>
</dl></br>","<div class=""Risiko""></div><span class=""beispiel""><span class=""font_normal"">das Risiko eines Absturzes, abzustürzen, dass das Flugzeug abstürzt</span></span>"
192,Risiko,1,Risiko,1,"Ri­si­ko, das : möglicher negativer Ausgang bei einer Unternehmung, mit dem Nachteile, Verlust, Schäden verbunden sind; mit einem Vorhaben, Unternehmen o. Ä. verbundenes Wagnis
Betonung: 
Ri̲siko [sound:ID4108294_110044883.mp3]
","kein/ein Risiko eingehen, auf sich nehmen",,5,"Ri­si­ko, das : <div class=""content"">möglicher negativer Ausgang bei einer Unternehmung, mit dem Nachteile, Verlust, Schäden verbunden sind; mit einem Vorhaben, Unternehmen o. Ä. verbundenes Wagnis</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ri̲siko</span></em> <span>[sound:ID4108294_110044883.mp3]</span></dd>
</dl></br>","<div class=""Risiko""></div><span class=""beispiel""><span class=""font_normal"">kein/ein Risiko eingehen, auf sich nehmen</span></span>"
192,Risiko,1,Risiko,1,"Ri­si­ko, das : möglicher negativer Ausgang bei einer Unternehmung, mit dem Nachteile, Verlust, Schäden verbunden sind; mit einem Vorhaben, Unternehmen o. Ä. verbundenes Wagnis
Betonung: 
Ri̲siko [sound:ID4108294_110044883.mp3]
",die Versicherung trägt das Risiko,,5,"Ri­si­ko, das : <div class=""content"">möglicher negativer Ausgang bei einer Unternehmung, mit dem Nachteile, Verlust, Schäden verbunden sind; mit einem Vorhaben, Unternehmen o. Ä. verbundenes Wagnis</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ri̲siko</span></em> <span>[sound:ID4108294_110044883.mp3]</span></dd>
</dl></br>","<div class=""Risiko""></div><span class=""beispiel""><span class=""font_normal"">die Versicherung trägt das Risiko</span></span>"
192,Risiko,1,Risiko,1,"Ri­si­ko, das : möglicher negativer Ausgang bei einer Unternehmung, mit dem Nachteile, Verlust, Schäden verbunden sind; mit einem Vorhaben, Unternehmen o. Ä. verbundenes Wagnis
Betonung: 
Ri̲siko [sound:ID4108294_110044883.mp3]
","bei einer Sache das Risiko fürchten, scheuen, in Kauf nehmen",,5,"Ri­si­ko, das : <div class=""content"">möglicher negativer Ausgang bei einer Unternehmung, mit dem Nachteile, Verlust, Schäden verbunden sind; mit einem Vorhaben, Unternehmen o. Ä. verbundenes Wagnis</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ri̲siko</span></em> <span>[sound:ID4108294_110044883.mp3]</span></dd>
</dl></br>","<div class=""Risiko""></div><span class=""beispiel""><span class=""font_normal"">bei einer Sache das Risiko fürchten, scheuen, in Kauf nehmen</span></span>"
192,Risiko,1,Risiko,1,"Ri­si­ko, das : möglicher negativer Ausgang bei einer Unternehmung, mit dem Nachteile, Verlust, Schäden verbunden sind; mit einem Vorhaben, Unternehmen o. Ä. verbundenes Wagnis
Betonung: 
Ri̲siko [sound:ID4108294_110044883.mp3]
","die Risiken bedenken, abwägen",,5,"Ri­si­ko, das : <div class=""content"">möglicher negativer Ausgang bei einer Unternehmung, mit dem Nachteile, Verlust, Schäden verbunden sind; mit einem Vorhaben, Unternehmen o. Ä. verbundenes Wagnis</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ri̲siko</span></em> <span>[sound:ID4108294_110044883.mp3]</span></dd>
</dl></br>","<div class=""Risiko""></div><span class=""beispiel""><span class=""font_normal"">die Risiken bedenken, abwägen</span></span>"
193,Schlafwandeln,0,,,,,,7,,
194,Schrumpfen,0,,,,,,7,,
195,Schwankung,1,Schwankung,0,,,,5,,
196,schweben,1,schweben,0,"schwe­ben : 
sich in der Luft, im Wasser o. Ä. im Gleichgewicht halten, ohne zu Boden zu sinkenGrammatikPerfektbildung mit »hat«

Betonung: 
schwe̲ben [sound:ID4115230_121747937.mp3]
",frei schweben,,5,"schwe­ben : <div id=""Bedeutung1a"">
<span class=""content"">sich in der Luft, im Wasser o. Ä. im Gleichgewicht halten, ohne zu Boden zu sinken<div class=""Grammatik""><h3>Grammatik</h3><dl><dd class=""content"">Perfektbildung mit »hat«</dd></dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">schwe̲ben</span></em> <span>[sound:ID4115230_121747937.mp3]</span></dd>
</dl></br>","<div class=""schweben""></div><span class=""beispiel""><span class=""font_normal"">frei schweben</span></span>"
196,schweben,1,schweben,0,"schwe­ben : 
sich in der Luft, im Wasser o. Ä. im Gleichgewicht halten, ohne zu Boden zu sinkenGrammatikPerfektbildung mit »hat«

Betonung: 
schwe̲ben [sound:ID4115230_121747937.mp3]
","in der Luft, über dem Abgrund, zwischen Himmel und Erde schweben",,5,"schwe­ben : <div id=""Bedeutung1a"">
<span class=""content"">sich in der Luft, im Wasser o. Ä. im Gleichgewicht halten, ohne zu Boden zu sinken<div class=""Grammatik""><h3>Grammatik</h3><dl><dd class=""content"">Perfektbildung mit »hat«</dd></dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">schwe̲ben</span></em> <span>[sound:ID4115230_121747937.mp3]</span></dd>
</dl></br>","<div class=""schweben""></div><span class=""beispiel""><span class=""font_normal"">in der Luft, über dem Abgrund, zwischen Himmel und Erde schweben</span></span>"
196,schweben,1,schweben,0,"schwe­ben : 
sich in der Luft, im Wasser o. Ä. im Gleichgewicht halten, ohne zu Boden zu sinkenGrammatikPerfektbildung mit »hat«

Betonung: 
schwe̲ben [sound:ID4115230_121747937.mp3]
",in tausend Ängsten schweben,,5,"schwe­ben : <div id=""Bedeutung1a"">
<span class=""content"">sich in der Luft, im Wasser o. Ä. im Gleichgewicht halten, ohne zu Boden zu sinken<div class=""Grammatik""><h3>Grammatik</h3><dl><dd class=""content"">Perfektbildung mit »hat«</dd></dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">schwe̲ben</span></em> <span>[sound:ID4115230_121747937.mp3]</span></dd>
</dl></br>","<div class=""schweben""></div><span class=""beispiel""><span class=""font_normal"">in tausend Ängsten schweben</span></span>"
196,schweben,1,schweben,0,"schwe­ben : 
sich in der Luft, im Wasser o. Ä. im Gleichgewicht halten, ohne zu Boden zu sinkenGrammatikPerfektbildung mit »hat«

Betonung: 
schwe̲ben [sound:ID4115230_121747937.mp3]
","in großer Gefahr, in Lebensgefahr schweben",,5,"schwe­ben : <div id=""Bedeutung1a"">
<span class=""content"">sich in der Luft, im Wasser o. Ä. im Gleichgewicht halten, ohne zu Boden zu sinken<div class=""Grammatik""><h3>Grammatik</h3><dl><dd class=""content"">Perfektbildung mit »hat«</dd></dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">schwe̲ben</span></em> <span>[sound:ID4115230_121747937.mp3]</span></dd>
</dl></br>","<div class=""schweben""></div><span class=""beispiel""><span class=""font_normal"">in großer Gefahr, in Lebensgefahr schweben</span></span>"
196,schweben,1,schweben,0,"schwe­ben : 
sich in der Luft, im Wasser o. Ä. im Gleichgewicht halten, ohne zu Boden zu sinkenGrammatikPerfektbildung mit »hat«

Betonung: 
schwe̲ben [sound:ID4115230_121747937.mp3]
",er schwebt über dem Ganzen (steht darüber),,5,"schwe­ben : <div id=""Bedeutung1a"">
<span class=""content"">sich in der Luft, im Wasser o. Ä. im Gleichgewicht halten, ohne zu Boden zu sinken<div class=""Grammatik""><h3>Grammatik</h3><dl><dd class=""content"">Perfektbildung mit »hat«</dd></dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">schwe̲ben</span></em> <span>[sound:ID4115230_121747937.mp3]</span></dd>
</dl></br>","<div class=""schweben""></div><span class=""beispiel""><span class=""font_normal"">er schwebt über dem Ganzen <span class=""font_kursiv"">(steht darüber)</span></span></span>"
196,schweben,1,schweben,0,"schwe­ben : 
sich schwebend (1a) irgendwohin bewegenGrammatikPerfektbildung mit »ist«

Betonung: 
schwe̲ben [sound:ID4115230_121747937.mp3]
",durch die Luft schweben,,5,"schwe­ben : <div id=""Bedeutung1b"">
<span class=""content"">sich <a href=""http://www.duden.de/rechtschreibung/schweben#b2-Bedeutung-1a"" meta-ref-anker=""#b2-Bedeutung-1a"" meta-ref-id=""10166304"" meta-ref-name=""schweben"" meta-type=""art"">schwebend (1a)</a> irgendwohin bewegen<div class=""Grammatik""><h3>Grammatik</h3><dl><dd class=""content"">Perfektbildung mit »ist«</dd></dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">schwe̲ben</span></em> <span>[sound:ID4115230_121747937.mp3]</span></dd>
</dl></br>","<div class=""schweben""></div><span class=""beispiel""><span class=""font_normal"">durch die Luft schweben</span></span>"
196,schweben,1,schweben,0,"schwe­ben : 
sich schwebend (1a) irgendwohin bewegenGrammatikPerfektbildung mit »ist«

Betonung: 
schwe̲ben [sound:ID4115230_121747937.mp3]
",der Ballon schwebt nach Osten,,5,"schwe­ben : <div id=""Bedeutung1b"">
<span class=""content"">sich <a href=""http://www.duden.de/rechtschreibung/schweben#b2-Bedeutung-1a"" meta-ref-anker=""#b2-Bedeutung-1a"" meta-ref-id=""10166304"" meta-ref-name=""schweben"" meta-type=""art"">schwebend (1a)</a> irgendwohin bewegen<div class=""Grammatik""><h3>Grammatik</h3><dl><dd class=""content"">Perfektbildung mit »ist«</dd></dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">schwe̲ben</span></em> <span>[sound:ID4115230_121747937.mp3]</span></dd>
</dl></br>","<div class=""schweben""></div><span class=""beispiel""><span class=""font_normal"">der Ballon schwebt nach Osten</span></span>"
196,schweben,1,schweben,0,"schwe­ben : 
sich schwebend (1a) irgendwohin bewegenGrammatikPerfektbildung mit »ist«

Betonung: 
schwe̲ben [sound:ID4115230_121747937.mp3]
",ein Blatt schwebt zu Boden,,5,"schwe­ben : <div id=""Bedeutung1b"">
<span class=""content"">sich <a href=""http://www.duden.de/rechtschreibung/schweben#b2-Bedeutung-1a"" meta-ref-anker=""#b2-Bedeutung-1a"" meta-ref-id=""10166304"" meta-ref-name=""schweben"" meta-type=""art"">schwebend (1a)</a> irgendwohin bewegen<div class=""Grammatik""><h3>Grammatik</h3><dl><dd class=""content"">Perfektbildung mit »ist«</dd></dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">schwe̲ben</span></em> <span>[sound:ID4115230_121747937.mp3]</span></dd>
</dl></br>","<div class=""schweben""></div><span class=""beispiel""><span class=""font_normal"">ein Blatt schwebt zu Boden</span></span>"
196,schweben,1,schweben,0,"schwe­ben : 
sich schwebend (1a) irgendwohin bewegenGrammatikPerfektbildung mit »ist«

Betonung: 
schwe̲ben [sound:ID4115230_121747937.mp3]
","schwebende (Sprachwissenschaft; zwischen metrischer Skandierung und sinngemäßer, natürlicher Sprechweise einen Ausgleich suchende) Betonung",,5,"schwe­ben : <div id=""Bedeutung1b"">
<span class=""content"">sich <a href=""http://www.duden.de/rechtschreibung/schweben#b2-Bedeutung-1a"" meta-ref-anker=""#b2-Bedeutung-1a"" meta-ref-id=""10166304"" meta-ref-name=""schweben"" meta-type=""art"">schwebend (1a)</a> irgendwohin bewegen<div class=""Grammatik""><h3>Grammatik</h3><dl><dd class=""content"">Perfektbildung mit »ist«</dd></dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">schwe̲ben</span></em> <span>[sound:ID4115230_121747937.mp3]</span></dd>
</dl></br>","<div class=""schweben""></div><span class=""beispiel""><span class=""font_normal"">schwebende <span class=""font_normal"">(Sprachwissenschaft; </span><span class=""font_kursiv"">zwischen metrischer Skandierung und sinngemäßer, natürlicher Sprechweise einen Ausgleich suchende) </span>Betonung</span></span>"
196,schweben,1,schweben,0,"schwe­ben : 
unentschieden, noch nicht abgeschlossen sein; im Gange seinGrammatikPerfektbildung mit »hat«

Betonung: 
schwe̲ben [sound:ID4115230_121747937.mp3]
",sein Prozess schwebt noch,,5,"schwe­ben : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">unentschieden, noch nicht abgeschlossen sein; im Gange sein<div class=""Grammatik""><h3>Grammatik</h3><dl><dd class=""content"">Perfektbildung mit »hat«</dd></dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">schwe̲ben</span></em> <span>[sound:ID4115230_121747937.mp3]</span></dd>
</dl></br>","<div class=""schweben""></div><span class=""beispiel""><span class=""font_normal"">sein Prozess schwebt noch</span></span>"
196,schweben,1,schweben,0,"schwe­ben : 
unentschieden, noch nicht abgeschlossen sein; im Gange seinGrammatikPerfektbildung mit »hat«

Betonung: 
schwe̲ben [sound:ID4115230_121747937.mp3]
",man wollte nicht in das schwebende Verfahren eingreifen,,5,"schwe­ben : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">unentschieden, noch nicht abgeschlossen sein; im Gange sein<div class=""Grammatik""><h3>Grammatik</h3><dl><dd class=""content"">Perfektbildung mit »hat«</dd></dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">schwe̲ben</span></em> <span>[sound:ID4115230_121747937.mp3]</span></dd>
</dl></br>","<div class=""schweben""></div><span class=""beispiel""><span class=""font_normal"">man wollte nicht in das schwebende Verfahren eingreifen</span></span>"
197,Schwerelosigkeit,1,Schwerelosigkeit,0,"Schwe­re­lo­sig­keit, die : 
das Schwerelossein

Betonung: 


Schwe̲relosigkeit


",der Zustand der Schwerelosigkeit,,5,"Schwe­re­lo­sig­keit, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">das Schwerelossein</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">Schwe̲relosigkeit</span>
</em>
</dd>
</dl></br>","<div class=""Schwerelosigkeit""></div><span class=""beispiel""><span class=""font_normal"">der Zustand der Schwerelosigkeit</span></span>"
198,anmelden,1,anmelden,1,"an­mel­den : 
ankündigen

Betonung: 
ạnmelden [sound:ID4112491_255237628.mp3]
",seinen Besuch telefonisch anmelden,,5,"an­mel­den : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">ankündigen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">ạnmelden</span></em> <span>[sound:ID4112491_255237628.mp3]</span></dd>
</dl></br>","<div class=""anmelden""></div><span class=""beispiel""><span class=""font_normal"">seinen Besuch telefonisch anmelden</span></span>"
198,anmelden,1,anmelden,1,"an­mel­den : 
ankündigen

Betonung: 
ạnmelden [sound:ID4112491_255237628.mp3]
",sich beim Direktor anmelden lassen,,5,"an­mel­den : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">ankündigen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">ạnmelden</span></em> <span>[sound:ID4112491_255237628.mp3]</span></dd>
</dl></br>","<div class=""anmelden""></div><span class=""beispiel""><span class=""font_normal"">sich beim Direktor anmelden lassen</span></span>"
198,anmelden,1,anmelden,1,"an­mel­den : 
ankündigen

Betonung: 
ạnmelden [sound:ID4112491_255237628.mp3]
","Nachwuchs, ein Baby hat sich angemeldet",,5,"an­mel­den : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">ankündigen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">ạnmelden</span></em> <span>[sound:ID4112491_255237628.mp3]</span></dd>
</dl></br>","<div class=""anmelden""></div><span class=""beispiel""><span class=""font_normal"">Nachwuchs, ein Baby hat sich angemeldet</span></span>"
198,anmelden,1,anmelden,1,"an­mel­den : 
bei einer zuständigen Stelle (Behörde, Institution o. Ä.) eintragen lassen

Betonung: 
ạnmelden [sound:ID4112491_255237628.mp3]
","seinen Wohnsitz, das Radio anmelden",,5,"an­mel­den : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">bei einer zuständigen Stelle (Behörde, Institution o. Ä.) eintragen lassen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">ạnmelden</span></em> <span>[sound:ID4112491_255237628.mp3]</span></dd>
</dl></br>","<div class=""anmelden""></div><span class=""beispiel""><span class=""font_normal"">seinen Wohnsitz, das Radio anmelden</span></span>"
198,anmelden,1,anmelden,1,"an­mel­den : 
bei einer zuständigen Stelle (Behörde, Institution o. Ä.) eintragen lassen

Betonung: 
ạnmelden [sound:ID4112491_255237628.mp3]
","ein Patent, etwas zum Patent anmelden",,5,"an­mel­den : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">bei einer zuständigen Stelle (Behörde, Institution o. Ä.) eintragen lassen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">ạnmelden</span></em> <span>[sound:ID4112491_255237628.mp3]</span></dd>
</dl></br>","<div class=""anmelden""></div><span class=""beispiel""><span class=""font_normal"">ein Patent, etwas zum Patent anmelden</span></span>"
